2021-04-22 16:00;2021-03-01 2021-03-31
20111;0;;2021-03-19 17:34;10:56 0:30
20111;1;;
20111;0;;
20111;1;;
20111;0;;
20111;1;;2021-03-22 09:03
20111;0;;2021-03-22 17:00;11:03 0:30
20111;1;;2021-03-23 08:56
20111;0;;2021-03-23 17:01;10:56 0:30
20111;1;;2021-03-24 09:01
20111;0;;2021-03-24 18:06;11:01 0:30
20111;1;;2021-03-25 08:57
20111;0;;2021-03-25 18:01;10:57 0:30
20111;1;;2021-03-26 08:56
20111;0;;2021-03-26 17:04;10:56 0:30
20111;1;;
20111;0;;
20111;1;;
20111;0;;
20111;1;;2021-03-29 08:54
20111;0;;2021-03-29 17:03;10:54 0:30
20111;1;;2021-03-30 09:00
20111;0;;2021-03-30 17:01;11:00 0:30
20111;1;;2021-03-31 08:54
20111;0;;2021-03-31 19:12;10:54 0:30
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20127;1;;
20127;0;;
20136;1;;2021-03-01 17:18
20136;0;;2021-03-01 17:18;19:18 0:30
20136;1;;2021-03-02 08:53
20136;0;;2021-03-02 17:09;10:53 0:30
20136;1;;2021-03-03 08:58
20136;0;;2021-03-03 16:40;10:58 0:30
20136;1;;2021-03-04 08:58
20136;0;;2021-03-04 17:03;10:58 0:30
20136;1;;2021-03-05 08:52
20136;0;;2021-03-05 17:09;10:52 0:30
20136;1;;
20136;0;;
20136;1;;
20136;0;;
20136;1;;2021-03-08 11:02
20136;0;;2021-03-08 19:18;13:02 0:30
20136;1;;2021-03-09 11:08
20136;0;;2021-03-09 19:13;13:08 0:30
20136;1;;2021-03-10 11:03
20136;0;;2021-03-10 19:17;13:03 0:30
20136;1;;2021-03-11 11:042021-03-11 19:16
20136;0;;2021-03-11 19:16;13:04 0:302021-03-11 19:16;21:16 0:30
20136;1;;2021-03-12 11:11
20136;0;;2021-03-12 19:12;13:11 0:30
20136;1;;
20136;0;;
20136;1;;
20136;0;;
20136;1;;2021-03-15 08:53
20136;0;;2021-03-15 17:37;10:53 0:30
20136;1;;2021-03-16 08:53
20136;0;;2021-03-16 17:04;10:53 0:30
20136;1;;2021-03-17 08:55
20136;0;;2021-03-17 17:24;10:55 0:30
20136;1;;2021-03-18 08:56
20136;0;;2021-03-18 17:05;10:56 0:30
20136;1;;2021-03-19 08:57
20136;0;;2021-03-19 17:03;10:57 0:30
20136;1;;
20136;0;;
20136;1;;
20136;0;;
20136;1;;2021-03-22 08:52
20136;0;;2021-03-22 17:10;10:52 0:30
20136;1;;2021-03-23 08:56
20136;0;;2021-03-23 17:01;10:56 0:30
20136;1;;2021-03-24 09:01
20136;0;;2021-03-24 17:01;11:01 0:30
20136;1;;2021-03-25 08:562021-03-25 08:56
20136;0;;2021-03-25 08:56;10:56 0:302021-03-25 17:10;10:56 0:30
20136;1;;2021-03-26 08:57
20136;0;;2021-03-26 17:06;10:57 0:30
20136;1;;2021-03-27 09:21
20136;0;;2021-03-27 17:17;11:21 0:30
20136;1;;
20136;0;;
20136;1;;2021-03-29 08:55
20136;0;;2021-03-29 17:31;10:55 0:30
20136;1;;2021-03-30 08:54
20136;0;;2021-03-30 19:12;10:54 0:30
20136;1;;2021-03-31 08:55
20136;0;;2021-03-31 15:07;10:55 0:30
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
20140;1;;
20140;0;;
