2021-04-22 16:00;2021-03-01 2021-03-31
20099;1;;2021-03-01 11:17
20099;0;;2021-03-01 19:13;13:17 0:30
20099;1;;2021-03-02 09:04
20099;0;;2021-03-02 17:06;11:04 0:30
20099;1;;2021-03-03 08:59
20099;0;;2021-03-03 17:00;10:59 0:30
20099;1;;2021-03-04 09:06
20099;0;;2021-03-04 17:04;11:06 0:30
20099;1;;2021-03-05 08:57
20099;0;;2021-03-05 17:01;10:57 0:30
20099;1;;
20099;0;;
20099;1;;
20099;0;;
20099;1;;2021-03-08 09:02
20099;0;;2021-03-08 17:06;11:02 0:30
20099;1;;2021-03-09 08:58
20099;0;;2021-03-09 17:04;10:58 0:30
20099;1;;2021-03-10 09:05
20099;0;;2021-03-10 17:00;11:05 0:30
20099;1;;2021-03-11 09:03
20099;0;;2021-03-11 17:00;11:03 0:30
20099;1;;2021-03-12 09:02
20099;0;;2021-03-12 17:00;11:02 0:30
20099;1;;
20099;0;;
20099;1;;
20099;0;;
20099;1;;2021-03-15 09:02
20099;0;;2021-03-15 17:02;11:02 0:30
20099;1;;
20099;0;;
20099;1;;
20099;0;;
20099;1;;2021-03-18 08:56
20099;0;;2021-03-18 16:59;10:56 0:30
20099;1;;2021-03-19 08:59
20099;0;;2021-03-19 17:00;10:59 0:30
20099;1;;
20099;0;;
20099;1;;
20099;0;;
20099;1;;2021-03-22 09:02
20099;0;;2021-03-22 17:00;11:02 0:30
20099;1;;2021-03-23 11:18
20099;0;;2021-03-23 19:15;13:18 0:30
20099;1;;2021-03-24 11:15
20099;0;;2021-03-24 19:10;13:15 0:30
20099;1;;2021-03-25 11:15
20099;0;;2021-03-25 19:09;13:15 0:30
20099;1;;2021-03-26 10:262021-03-26 14:59
20099;0;;2021-03-26 13:40;12:26 0:302021-03-26 19:11;16:59 0:30
20099;1;;
20099;0;;
20099;1;;
20099;0;;
20099;1;;
20099;0;;
20099;1;;2021-03-30 09:00
20099;0;;2021-03-30 17:01;11:00 0:30
20099;1;;2021-03-31 08:59
20099;0;;2021-03-31 17:31;10:59 0:30
20146;1;;2021-03-01 08:50
20146;0;;2021-03-01 17:12;10:50 0:30
20146;1;;2021-03-02 08:53
20146;0;;2021-03-02 17:02;10:53 0:30
20146;1;;2021-03-03 08:55
20146;0;;2021-03-03 17:03;10:55 0:30
20146;1;;2021-03-04 09:02
20146;0;;2021-03-04 17:03;11:02 0:30
20146;1;;2021-03-05 08:52
20146;0;;2021-03-05 17:06;10:52 0:30
20146;1;;2021-03-06 09:13
20146;0;;2021-03-06 17:10;11:13 0:30
20146;1;;
20146;0;;
20146;1;;
20146;0;;
20146;1;;
20146;0;;
20146;1;;
20146;0;;
20146;1;;
20146;0;;
20146;1;;
20146;0;;
20146;1;;
20146;0;;
20146;1;;
20146;0;;
20146;1;;2021-03-15 11:02
20146;0;;2021-03-15 19:11;13:02 0:30
20146;1;;2021-03-16 11:02
20146;0;;2021-03-16 19:08;13:02 0:30
20146;1;;2021-03-17 11:03
20146;0;;2021-03-17 19:12;13:03 0:30
20146;1;;2021-03-18 11:01
20146;0;;2021-03-18 19:15;13:01 0:30
20146;1;;2021-03-19 11:02
20146;0;;2021-03-19 19:11;13:02 0:30
20146;1;;
20146;0;;
20146;1;;
20146;0;;
20146;1;;2021-03-22 08:47
20146;0;;2021-03-22 17:08;10:47 0:30
20146;1;;2021-03-23 08:432021-03-23 17:01
20146;0;;2021-03-23 17:01;10:43 0:302021-03-23 17:01;19:01 0:30
20146;1;;2021-03-24 09:03
20146;0;;2021-03-24 17:38;11:03 0:30
20146;1;;2021-03-25 08:51
20146;0;;2021-03-25 16:07;10:51 0:30
20146;1;;2021-03-26 07:51
20146;0;;2021-03-26 17:20;9:51 0:30
20146;1;;
20146;0;;
20146;1;;
20146;0;;
20146;1;;2021-03-29 08:53
20146;0;;2021-03-29 19:15;10:53 0:30
20146;1;;2021-03-30 08:48
20146;0;;2021-03-30 17:01;10:48 0:30
20146;1;;2021-03-31 08:52
20146;0;;2021-03-31 17:05;10:52 0:30
20111;1;;2021-03-01 17:01
20111;0;;2021-03-01 17:01;19:01 0:30
20111;1;;2021-03-02 08:53
20111;0;;2021-03-02 17:02;10:53 0:30
20111;1;;2021-03-03 08:49
20111;0;;2021-03-03 17:00;10:49 0:30
20111;1;;
20111;0;;
20111;1;;
20111;0;;
20111;1;;
20111;0;;
20111;1;;
20111;0;;
20111;1;;2021-03-08 08:51
20111;0;;2021-03-08 17:00;10:51 0:30
20111;1;;2021-03-09 08:59
20111;0;;2021-03-09 17:02;10:59 0:30
20111;1;;2021-03-10 09:00
20111;0;;2021-03-10 17:00;11:00 0:30
20111;1;;2021-03-11 09:03
20111;0;;2021-03-11 17:00;11:03 0:30
20111;1;;2021-03-12 09:02
20111;0;;2021-03-12 17:00;11:02 0:30
20111;1;;2021-03-13 09:24
20111;0;;2021-03-13 17:09;11:24 0:30
20111;1;;
20111;0;;
20111;1;;
20111;0;;
20111;1;;2021-03-16 08:53
20111;0;;2021-03-16 17:01;10:53 0:30
20111;1;;2021-03-17 08:53
20111;0;;2021-03-17 17:27;10:53 0:30
20111;1;;2021-03-18 08:53
20111;0;;2021-03-18 17:28;10:53 0:30
20111;1;;2021-03-19 08:56
